
Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#347 - >DIPPA_29192.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF10551.8 ;; note=MULE transposase domain,cytoplasmic predicted localisation	superfamily	463145	221	311	1.40615e-18	78.4598	cl48097	MULE superfamily	 - 	 - 
Q#348 - >DIPPA_18399.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF05686.11 ;; note=Glycosyl transferase family 90	superfamily	329112	368	463	5.27909e-07	50.1679	cl23835	Glyco_transf_90 superfamily	NC	 - 
Q#350 - >DIPPA_52042.mRNA.1 product=hypothetical protein ;; Target=TR86257__c0_g1_i2__m.17666 1 2565 +,TR86257__c0_g1_i2__m.17666 1 738 + ;; inference=protein motif:PFAM:PF00888.17	superfamily	459983	601	676	1.05296e-05	46.7841	cl38017	Cullin superfamily	N	 - 
Q#351 - >DIPPA_30117.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01129.17 ;; note=NAD:arginine ADP-ribosyltransferase	superfamily	469640	578	656	6.52222e-07	48.9829	cl00173	VIP2 superfamily	N	 - 
Q#351 - >DIPPA_30117.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01129.17 ;; note=NAD:arginine ADP-ribosyltransferase	specific	463900	130	201	8.29751e-05	39.5442	pfam13499	EF-hand_7	 - 	cl38414
Q#352 - >DIPPA_30137.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF14214.5 ;; note=Helitron helicase-like domain at N-terminus	superfamily	464105	1	84	8.55348e-18	75.3943	cl16715	Helitron_like_N superfamily	N	 - 
Q#355 - >DIPPA_30109.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04116.12 ;; note=Fatty acid hydroxylase superfamily	specific	397991	156	302	3.39206e-12	60.9069	pfam04116	FA_hydroxylase	 - 	cl01132
Q#356 - >DIPPA_07083.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF14774.5 ;; note=FAM177 family,nuclear predicted localisation	superfamily	434199	72	113	2.49193e-10	53.4694	cl20697	FAM177 superfamily	N	 - 
Q#357 - >DIPPA_00657.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF05347.14 ;; note=Complex 1 protein (LYR family)	specific	428432	18	75	0.000120015	37.1716	pfam05347	Complex1_LYR	 - 	cl05087
Q#359 - >DIPPA_00656.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00888.21,protein motif:PFAM:PF10557.8 ;; note=Cullin family,Cullin protein neddylation domain	specific	463146	1408	1469	1.94925e-24	95.5956	pfam10557	Cullin_Nedd8	 - 	cl48098
Q#359 - >DIPPA_00656.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00888.21,protein motif:PFAM:PF10557.8 ;; note=Cullin family,Cullin protein neddylation domain	superfamily	459983	1218	1295	3.49412e-16	81.8373	cl38017	Cullin superfamily	N	 - 
Q#359 - >DIPPA_00656.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00888.21,protein motif:PFAM:PF10557.8 ;; note=Cullin family,Cullin protein neddylation domain	superfamily	459983	54	131	0.00501526	39.4653	cl38017	Cullin superfamily	C	 - 
Q#360 - >DIPPA_00636.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF14934.5 ;; note=Domain of unknown function (DUF4499)	superfamily	464385	21	99	3.86901e-05	37.6249	cl20819	TMEM254 superfamily	 - 	 - 
Q#361 - >DIPPA_00636.mRNA.4 product=hypothetical protein ;; inference=protein motif:PFAM:PF14934.5 ;; note=Domain of unknown function (DUF4499)	superfamily	464385	21	99	3.86901e-05	37.6249	cl20819	TMEM254 superfamily	 - 	 - 
Q#362 - >DIPPA_00636.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF14934.5 ;; note=Domain of unknown function (DUF4499)	superfamily	464385	21	99	3.86901e-05	37.6249	cl20819	TMEM254 superfamily	 - 	 - 
Q#363 - >DIPPA_00636.mRNA.3 product=hypothetical protein ;; inference=protein motif:PFAM:PF14934.5 ;; note=Domain of unknown function (DUF4499)	superfamily	464385	21	99	3.86901e-05	37.6249	cl20819	TMEM254 superfamily	 - 	 - 
Q#364 - >DIPPA_00649.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF00789.19 ;; note=UBX domain	superfamily	464815	345	437	2.34844e-06	48.0241	cl37896	DUF4670 superfamily	N	 - 
Q#364 - >DIPPA_00649.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF00789.19 ;; note=UBX domain	superfamily	475130	452	504	0.000177207	38.4265	cl28922	Ubl1_cv_Nsp3_N-like superfamily	C	 - 
Q#365 - >DIPPA_00592.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	specific	395050	322	337	0.00068448	34.811	pfam00098	zf-CCHC	 - 	cl37618
Q#366 - >DIPPA_02639.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01764.24 ;; note=Lipase (class 3),cytoplasmic predicted localisation	superfamily	473884	126	264	3.70643e-14	67.6709	cl21494	Abhydrolase superfamily	 - 	 - 
Q#367 - >DIPPA_04805.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF03031.17 ;; note=NLI interacting factor-like phosphatase,nuclear predicted localisation	specific	397254	214	373	1.34643e-23	94.6104	pfam03031	NIF	 - 	cl21460
Q#368 - >DIPPA_04796.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00254.27 ;; note=FKBP-type peptidyl-prolyl cis-trans isomerase	superfamily	473184	114	158	5.67738e-05	38.3315	cl19519	FKBP_C superfamily	N	 - 
Q#369 - >DIPPA_04797.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00169.28 ;; note=PH domain	specific	459697	484	586	2.17214e-08	51.0239	pfam00169	PH	 - 	cl47510
Q#369 - >DIPPA_04797.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00169.28 ;; note=PH domain	superfamily	464943	113	428	2.66898e-07	52.8131	cl37899	CCDC158 superfamily	N	 - 
Q#370 - >DIPPA_27774.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF03987.14 ;; note=Autophagocytosis associated protein, active-site domain	specific	461120	8	168	3.87787e-18	75.0596	pfam03987	Autophagy_act_C	 - 	cl44511
Q#372 - >DIPPA_09227.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain	superfamily	471952	4	64	1.05996e-07	43.77	cl09927	S1_like superfamily	 - 	 - 
Q#373 - >DIPPA_09234.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family	superfamily	469662	686	739	4.21621e-08	51.5514	cl00213	DNA_BRE_C superfamily	N	 - 
Q#374 - >DIPPA_09230.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain,nuclear predicted localisation	superfamily	471952	7	56	3.18196e-10	50.3184	cl09927	S1_like superfamily	 - 	 - 
Q#375 - >DIPPA_09232.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain,nuclear predicted localisation	superfamily	471952	4	64	8.07203e-07	42.2292	cl09927	S1_like superfamily	 - 	 - 
Q#376 - >DIPPA_09229.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain	superfamily	471952	4	64	6.48869e-07	42.2292	cl09927	S1_like superfamily	 - 	 - 
Q#377 - >DIPPA_11363.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF14752.5 ;; note=Retinol binding protein receptor,plasma_membrane predicted localisation,contains 8 TM domains	superfamily	464298	1360	1466	9.70947e-08	55.3476	cl20677	RBP_receptor superfamily	N	 - 
Q#377 - >DIPPA_11363.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF14752.5 ;; note=Retinol binding protein receptor,plasma_membrane predicted localisation,contains 8 TM domains	specific	433354	607	680	0.000481015	38.8	pfam13620	CarboxypepD_reg	 - 	cl21470
Q#378 - >DIPPA_20489.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00658.17 ;; note=Poly-adenylate binding protein, unique domain	specific	459893	556	611	8.65067e-09	50.1633	pfam00658	PABP	 - 	cl47580
Q#378 - >DIPPA_20489.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00658.17 ;; note=Poly-adenylate binding protein, unique domain	specific	465719	141	159	0.000634618	35.4706	pfam18345	zf_CCCH_4	 - 	cl48331
Q#379 - >DIPPA_20475.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01753.17 ;; note=MYND finger,nuclear predicted localisation	specific	460312	35	79	9.78764e-14	63.2076	pfam01753	zf-MYND	 - 	cl46589
Q#380 - >DIPPA_20509.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF05347.14 ;; note=Complex 1 protein (LYR family)	specific	428432	102	163	1.92546e-07	45.2607	pfam05347	Complex1_LYR	 - 	cl05087
Q#382 - >DIPPA_52184.mRNA.1 product=hypothetical protein ;; Target=TR38909__c0_g1_i1__m.4772 1 2855 +,TR38909__c0_g1_i1__m.4772 1 428 + ;; inference=protein motif:PFAM:PF03351.12,protein motif:PFAM:PF00286.15	superfamily	460893	231	320	2.42931e-05	41.5759	cl47804	DOMON superfamily	N	 - 
Q#383 - >DIPPA_20502.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00075.23 ;; note=RNase H	superfamily	449355	130	224	4.42796e-07	47.2604	cl14782	RNase_H_like superfamily	N	 - 
Q#385 - >DIPPA_20503.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00787.23 ;; note=PX domain,nuclear predicted localisation	superfamily	459940	582	662	0.00099208	36.8358	cl47595	PX superfamily	 - 	 - 
Q#388 - >DIPPA_30669.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00075.23 ;; note=RNase H	superfamily	449355	130	224	1.80575e-07	46.8752	cl14782	RNase_H_like superfamily	N	 - 
Q#389 - >DIPPA_25434.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01400.23 ;; note=Astacin (Peptidase family M12A)	superfamily	426242	5	88	2.57087e-09	54.9795	cl27699	Astacin superfamily	N	 - 
Q#390 - >DIPPA_25435.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07691.11,protein motif:PFAM:PF00754.24 ;; note=PA14 domain,F5/8 type C domain	superfamily	471833	14	105	4.36593e-15	68.1628	cl08459	PA14 superfamily	N	 - 
Q#390 - >DIPPA_25435.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07691.11,protein motif:PFAM:PF00754.24 ;; note=PA14 domain,F5/8 type C domain	specific	459925	139	230	1.08744e-10	55.9166	pfam00754	F5_F8_type_C	 - 	cl47591
Q#391 - >DIPPA_15253.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF06701.12 ;; note=Mib_herc2,nuclear predicted localisation	superfamily	461991	1422	1480	2.11717e-07	47.5947	cl05972	MIB_HERC2 superfamily	 - 	 - 
Q#391 - >DIPPA_15253.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF06701.12 ;; note=Mib_herc2,nuclear predicted localisation	superfamily	375930	144	206	4.94935e-05	41.155	cl39830	Csm1_N superfamily	 - 	 - 
Q#391 - >DIPPA_15253.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF06701.12 ;; note=Mib_herc2,nuclear predicted localisation	superfamily	432349	44	244	0.000468798	42.9032	cl37832	DUF3584 superfamily	NC	 - 
Q#392 - >DIPPA_15246.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01423.21 ;; note=LSM domain	specific	426258	39	73	2.71722e-06	40.9523	pfam01423	LSM	C	cl00259
Q#393 - >DIPPA_15294.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13468.5 ;; note=Glyoxalase-like domain	specific	433233	10	188	1.24067e-38	130.148	pfam13468	Glyoxalase_3	 - 	cl14632
Q#395 - >DIPPA_52243.mRNA.1 product=hypothetical protein ;; Target=TR48704__c0_g1_i1__m.5988 1 6450 +,TR48704__c0_g1_i1__m.5988 1 2035 + ;; inference=protein motif:PFAM:PF00612.22,protein motif:PFAM:PF13516.1,protein motif:PFAM:PF00226.26	specific	463907	1867	1890	0.00977928	33.3627	pfam13516	LRR_6	 - 	cl39186
Q#397 - >DIPPA_23319.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF03372.22 ;; note=Endonuclease/Exonuclease/phosphatase family	superfamily	114270	579	745	1.1721e-05	46.5796	cl25814	Pneumo_att_G superfamily	NC	 - 
Q#398 - >DIPPA_23323.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family	superfamily	469662	336	485	2.88693e-05	42.6918	cl00213	DNA_BRE_C superfamily	 - 	 - 
Q#399 - >DIPPA_17325.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02037.26 ;; note=SAP domain,nuclear predicted localisation	specific	460424	608	641	2.70543e-08	48.1656	pfam02037	SAP	 - 	cl47717
Q#399 - >DIPPA_17325.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02037.26 ;; note=SAP domain,nuclear predicted localisation	superfamily	453038	31	69	0.00596491	36.0421	cl29666	FusC_FusB superfamily	NC	 - 
Q#401 - >DIPPA_14946.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00627.30 ;; note=UBA/TS-N domain,mitochondrial predicted localisation	specific	395502	783	817	8.50207e-05	38.5755	pfam00627	UBA	 - 	cl21463
Q#402 - >DIPPA_14905.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00561.19 ;; note=alpha/beta hydrolase fold	superfamily	473884	190	238	0.000207851	37.7016	cl21494	Abhydrolase superfamily	NC	 - 
Q#405 - >DIPPA_16268.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family	superfamily	469662	686	739	4.21621e-08	51.5514	cl00213	DNA_BRE_C superfamily	N	 - 
Q#406 - >DIPPA_31813.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF08547.11 ;; note=Complex I intermediate-associated protein 30 (CIA30),mitochondrial predicted localisation	superfamily	473944	91	265	5.84074e-07	46.4312	cl21728	CIA30 superfamily	 - 	 - 
Q#407 - >DIPPA_31804.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07344.10 ;; note=Amastin surface glycoprotein,plasma_membrane predicted localisation,contains 4 TM domains	superfamily	414755	15	162	1.54436e-09	52.2335	cl06401	Amastin superfamily	 - 	 - 
Q#409 - >DIPPA_31812.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00773.18 ;; note=RNB domain	superfamily	459934	638	968	2.10052e-22	97.3547	cl47594	RNB superfamily	 - 	 - 
Q#409 - >DIPPA_31812.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00773.18 ;; note=RNB domain	superfamily	401645	110	266	4.04137e-06	49.264	cl37801	PAT1 superfamily	NC	 - 
Q#410 - >DIPPA_03305.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13472.5 ;; note=GDSL-like Lipase/Acylhydrolase family,extracellular predicted localisation	specific	463889	194	377	3.21526e-22	90.6823	pfam13472	Lipase_GDSL_2	 - 	cl45978
Q#412 - >DIPPA_52337.mRNA.1 product=hypothetical protein ;; Target=TR78107__c0_g2_i1__m.15044 1 1223 + ;; inference=protein motif:PFAM:PF13180.1,protein motif:PFAM:PF05335.8	superfamily	431111	32	260	2.92951e-05	46.3535	cl37807	Cast superfamily	NC	 - 
Q#412 - >DIPPA_52337.mRNA.1 product=hypothetical protein ;; Target=TR78107__c0_g2_i1__m.15044 1 1223 + ;; inference=protein motif:PFAM:PF13180.1,protein motif:PFAM:PF05335.8	superfamily	483948	1081	1141	0.000534337	38.0215	cl49608	PDZ_canonical superfamily	 - 	 - 
Q#413 - >DIPPA_17014.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12796.6,protein motif:PFAM:PF00240.22 ;; note=Ankyrin repeats (3 copies),Ubiquitin family	specific	463710	209	288	2.92042e-12	60.9001	pfam12796	Ank_2	 - 	cl48147
Q#413 - >DIPPA_17014.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12796.6,protein motif:PFAM:PF00240.22 ;; note=Ankyrin repeats (3 copies),Ubiquitin family	superfamily	459726	443	471	8.17825e-05	39.0766	cl47517	ubiquitin superfamily	N	 - 
Q#414 - >DIPPA_02875.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF00076.21 ;; note=RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	superfamily	473069	243	290	3.31299e-05	39.909	cl17169	RRM_SF superfamily	C	 - 
Q#416 - >DIPPA_20574.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF03351.16 ;; note=DOMON domain	specific	460893	3	115	6.1393e-15	68.5399	pfam03351	DOMON	 - 	cl47804
Q#416 - >DIPPA_20574.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF03351.16 ;; note=DOMON domain	superfamily	460893	160	271	9.11066e-08	48.1243	cl47804	DOMON superfamily	 - 	 - 
Q#416 - >DIPPA_20574.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF03351.16 ;; note=DOMON domain	superfamily	460893	315	356	0.0041872	35.0275	cl47804	DOMON superfamily	C	 - 
Q#417 - >DIPPA_10085.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13475.5 ;; note=Domain of unknown function (DUF4116)	specific	433239	21	69	7.24833e-14	61.2682	pfam13475	DUF4116	 - 	cl16283
Q#417 - >DIPPA_10085.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13475.5 ;; note=Domain of unknown function (DUF4116)	specific	433239	143	189	1.84003e-13	60.1126	pfam13475	DUF4116	 - 	cl16283
Q#417 - >DIPPA_10085.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13475.5 ;; note=Domain of unknown function (DUF4116)	specific	433239	93	141	3.77651e-13	59.3422	pfam13475	DUF4116	 - 	cl16283
Q#420 - >DIPPA_05183.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00076.21 ;; note=RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),nuclear predicted localisation	specific	425453	12	78	1.49037e-08	49.1537	pfam00076	RRM_1	 - 	cl17169
Q#421 - >DIPPA_16490.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04072.13 ;; note=Leucine carboxyl methyltransferase	superfamily	473071	66	190	3.59216e-12	61.864	cl17173	AdoMet_MTases superfamily	N	 - 
Q#422 - >DIPPA_16511.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02953.14 ;; note=Tim10/DDP family zinc finger	superfamily	460764	6	54	0.00204941	30.9925	cl03798	zf-Tim10_DDP superfamily	 - 	 - 
Q#424 - >DIPPA_16503.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07989.10 ;; note=Centrosomin N-terminal motif 1	specific	462333	35	107	1.27124e-08	51.3676	pfam07989	Cnn_1N	 - 	cl06846
Q#424 - >DIPPA_16503.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07989.10 ;; note=Centrosomin N-terminal motif 1	superfamily	460256	33	406	4.94776e-08	56.3367	cl37647	Myosin_tail_1 superfamily	C	 - 
Q#424 - >DIPPA_16503.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07989.10 ;; note=Centrosomin N-terminal motif 1	superfamily	460256	1581	1909	2.9187e-06	50.5588	cl37647	Myosin_tail_1 superfamily	NC	 - 
Q#425 - >DIPPA_23269.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF08939.9 ;; note=Domain of unknown function (DUF1917),mitochondrial predicted localisation	superfamily	401038	15	186	3.74454e-15	70.8074	cl07513	DUF1917 superfamily	N	 - 
Q#426 - >DIPPA_23264.mRNA.1 product=hypothetical protein ;; note=plasma_membrane predicted localisation,contains 6 TM domains	specific	428770	641	690	0.00931715	35.202	pfam06103	DUF948	C	cl44548
Q#427 - >DIPPA_23258.mRNA.1 product=hypothetical protein ;; note=plasma_membrane predicted localisation,contains 10 TM domains	superfamily	461792	110	472	2.80167e-11	63.1101	cl47939	UNC-93 superfamily	 - 	 - 
Q#428 - >DIPPA_35359.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13833.5 ;; note=EF-hand domain pair,nuclear predicted localisation	specific	463900	7	70	3.94979e-07	45.7074	pfam13499	EF-hand_7	 - 	cl38414
Q#428 - >DIPPA_35359.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13833.5 ;; note=EF-hand domain pair,nuclear predicted localisation	superfamily	471851	339	445	0.0044584	35.2763	cl09111	Prefoldin superfamily	 - 	 - 
Q#429 - >DIPPA_30888.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07808.12 ;; note=RED-like protein N-terminal region	superfamily	462273	99	304	1.35692e-18	83.14	cl06717	RED_N superfamily	C	 - 
Q#430 - >DIPPA_32429.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	460830	791	883	0.000154044	43.6022	cl38111	Atrophin-1 superfamily	NC	 - 
Q#433 - >DIPPA_21161.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13041.5 ;; note=PPR repeat family	specific	463778	542	590	2.87541e-08	48.8988	pfam13041	PPR_2	 - 	cl38385
Q#433 - >DIPPA_21161.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13041.5 ;; note=PPR repeat family	superfamily	316342	565	623	1.68238e-07	47.3527	cl37870	PPR_3 superfamily	 - 	 - 
